pokemon_form_identifier,version_identifier,flavor_text
dugtrio-default,shield,These Diglett triplets dig over 60 miles below sea level. No one knows what it's like underground.
dugtrio-default,shining-pearl,"Its three heads move alternately, driving it through tough soil to depths of over 60 miles."
dugtrio-default,silver,"Extremely powerful, they can Dig through even the hardest ground to a depth of over 60 miles."
dugtrio-default,soulsilver,"Extremely powerful, they can dig through even the hardest ground to a depth of over 60 miles."
dugtrio-default,stadium,Diglett triplets that always travel together. Known to burrow more than 60 miles underground and trigger quakes.
dugtrio-default,stadium-2,"Extremely powerful, they can Dig through even the hardest ground to a depth of over 60 miles."
dugtrio-default,stadium-2,"Its three heads bob separately up and down to loosen the soil nearby, making it easier for it to burrow."
dugtrio-default,sun,This set of triplets moves cooperatively. It's the power of teamwork that enables this Pokémon to dig to a depth of 60 miles.
dugtrio-default,sword,A team of Diglett triplets. It triggers huge earthquakes by burrowing 60 miles underground.
dugtrio-default,ultra-moon,Dugtrio's heads are sleek and smooth and incredibly hard. It can dig through any soil with its headbutts.
dugtrio-default,ultra-sun,"While the three of them normally get along splendidly, on rare occasions a huge fight will break out over which head gets to eat first."
dugtrio-default,violet,"In battle, it digs through the ground and strikes the unsuspecting foe from an unexpected direction."
dugtrio-default,white,"Its three heads move alternately, driving it through tough soil to depths of over 60 miles."
dugtrio-default,white-2,"Its three heads move alternately, driving it through tough soil to depths of over 60 miles."
dugtrio-default,x,"In battle, it digs through the ground and strikes the unsuspecting foe from an unexpected direction."
dugtrio-default,y,"Extremely powerful, they can dig through even the hardest ground to a depth of over 60 miles."
dugtrio-default,yellow,"A team of triplets that can burrow over 60 MPH. Due to this, some people think it's an earthquake."
dunsparce-default,alpha-sapphire,Dunsparce has a drill for its tail. It uses this tail to burrow into the ground backward. This Pokémon is known to make its nest in complex shapes deep under the ground.
dunsparce-default,black,It digs into the ground with its tail and makes a mazelike nest. It can fly just a little.
dunsparce-default,black-2,"It creates mazes in dark locations. When spotted, it flees into the ground by digging with its tail."
dunsparce-default,brilliant-diamond,It digs into the ground with its tail and makes a mazelike nest. It can fly just a little.
dunsparce-default,crystal,It hides deep inside caves where no light ever reaches it and remains virtually motionless there.
dunsparce-default,diamond,It digs into the ground with its tail and makes a mazelike nest. It can fly just a little.
dunsparce-default,emerald,Its drill-tipped tail is used to burrow into the ground backwards. This Pokémon is known to make its nest in complex shapes deep under the ground.
dunsparce-default,firered,"If spotted, it escapes by burrowing with its tail. It can hover just slightly using its wings."
dunsparce-default,gold,"When spotted, this Pokémon escapes backward by furiously boring into the ground with its tail."
dunsparce-default,heartgold,"When spotted, this Pokémon escapes backward by furiously boring into the ground with its tail."
dunsparce-default,leafgreen,"When spotted, this Pokémon escapes backward by furiously boring into the ground with its tail."
dunsparce-default,omega-ruby,Dunsparce has a drill for its tail. It uses this tail to burrow into the ground backward. This Pokémon is known to make its nest in complex shapes deep under the ground.
dunsparce-default,pearl,It digs into the ground with its tail and makes a mazelike nest. It can fly just a little.
dunsparce-default,platinum,It digs into the ground with its tail and makes a mazelike nest. It can fly just a little.
dunsparce-default,ruby,Dunsparce has a drill for its tail. It uses this tail to burrow into the ground backwards. This Pokémon is known to make its nest in complex shapes deep under the ground.
dunsparce-default,sapphire,Dunsparce has a drill for its tail. It uses this tail to burrow into the ground backwards. This Pokémon is known to make its nest in complex shapes deep under the ground.
dunsparce-default,scarlet,"It creates mazes in dark locations. When spotted, it flees into the ground by digging with its tail."
dunsparce-default,shield,The nests Dunsparce live in are mazes of tunnels. They never get lost in their own nests—they can tell where they are by the scent of the dirt.
dunsparce-default,shining-pearl,It digs into the ground with its tail and makes a mazelike nest. It can fly just a little.
dunsparce-default,silver,"If spotted, it escapes by burrowing with its tail. It can float just slightly using its wings."
dunsparce-default,soulsilver,"If spotted, it escapes by burrowing with its tail. It can float just slightly using its wings."
dunsparce-default,stadium-2,"When spotted, this Pokémon escapes backward by furiously boring into the ground with its tail."
dunsparce-default,stadium-2,"If spotted, it escapes by burrowing with its tail. It can float just slightly using its wings."
dunsparce-default,sword,This Pokémon's tiny wings have some scientists saying that Dunsparce used to fly through the sky in ancient times.
dunsparce-default,ultra-moon,"When it sees a person, it digs a hole with its tail to make its escape. If you happen to find one, consider yourself lucky."
dunsparce-default,ultra-sun,It travels by digging through the ground. Diglett and Dunsparce share one another's tunnels happily.
dunsparce-default,violet,"If spotted, it escapes by burrowing with its tail. It can float just slightly using its wings."
dunsparce-default,white,It digs into the ground with its tail and makes a mazelike nest. It can fly just a little.
dunsparce-default,white-2,"It creates mazes in dark locations. When spotted, it flees into the ground by digging with its tail."
dunsparce-default,x,"When spotted, this Pokémon escapes backward by furiously boring into the ground with its tail."
dunsparce-default,y,It digs into the ground with its tail and makes a mazelike nest. It can fly just a little.
duosion-default,alpha-sapphire,"When their two divided brains think the same thoughts, their psychic power is maximized."
duosion-default,black,"Since they have two divided brains, at times they suddenly try to take two different actions at once."
duosion-default,black-2,"When their two divided brains think the same thoughts, their psychic power is maximized."
duosion-default,omega-ruby,"Since they have two divided brains, at times they suddenly try to take two different actions at once."
duosion-default,scarlet,"Since they have two divided brains, at times they suddenly try to take two different actions at once."
duosion-default,shield,"Its brain has split into two, and the two halves rarely think alike. Its actions are utterly unpredictable."
duosion-default,sword,Its psychic power can supposedly cover a range of more than half a mile—but only if its two brains can agree with each other.
duosion-default,violet,"When their brains, now divided in two, are thinking the same thoughts, these Pokémon exhibit their maximum power."
duosion-default,white,"When their brains, now divided in two, are thinking the same thoughts, these Pokémon exhibit their maximum power."
duosion-default,white-2,"When their two divided brains think the same thoughts, their psychic power is maximized."
duosion-default,x,"Since they have two divided brains, at times they suddenly try to take two different actions at once."
duosion-default,y,"When their two divided brains think the same thoughts, their psychic power is maximized."
duraludon-default,scarlet,"Duraludon’s body is comprised of a special metal that’s lightweight and scratch resistant. It’s also smooth, as though it was given a mirror finish."
duraludon-default,shield,"The special metal that composes its body is very light, so this Pokémon has considerable agility. It lives in caves because it dislikes the rain."
duraludon-default,sword,"Its body resembles polished metal, and it's both lightweight and strong. The only drawback is that it rusts easily."
duraludon-default,violet,Its metal body is durable but prone to retaining heat. It vents this heat from the slits in its tail.
duraludon-gigantamax,shield,"The hardness of its cells is exceptional, even among Steel types. It also has a body structure that's resistant to earthquakes."
duraludon-gigantamax,sword,It's grown to resemble a skyscraper. Parts of its towering body glow due to a profusion of energy.
durant-default,alpha-sapphire,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor."
durant-default,black,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor."
durant-default,black-2,"Individuals each play different roles in driving Heatmor, their natural predator, away from their colony."
durant-default,omega-ruby,"Individuals each play different roles in driving Heatmor, their natural predator, away from their colony."
durant-default,shield,"With their large mandibles, these Pokémon can crunch their way through rock. They work together to protect their eggs from Sandaconda."
durant-default,sword,"They lay their eggs deep inside their nests. When attacked by Heatmor, they retaliate using their massive mandibles."
durant-default,white,"Durant dig nests in mountains. They build their complicated, interconnected tunnels into mazes."
durant-default,white-2,"Individuals each play different roles in driving Heatmor, their natural predator, away from their colony."
durant-default,x,"Individuals each play different roles in driving Heatmor, their natural predator, away from their colony."
durant-default,y,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor."
dusclops-default,alpha-sapphire,"Dusclops absorbs anything, however large the object may be. This Pokémon hypnotizes its foe by waving its hands in a macabre manner and by bringing its single eye to bear. The hypnotized foe is made to do Dusclops's bidding."
dusclops-default,black,It seeks drifting will-o'-the-wisps and sucks them into its empty body. What happens inside is a mystery.
dusclops-default,black-2,It seeks drifting will-o'-the-wisps and sucks them into its empty body. What happens inside is a mystery.
dusclops-default,brilliant-diamond,Its body is hollow. It is said that those who look into its body are sucked into the void.
dusclops-default,diamond,Its body is hollow. It is said that those who look into its body are sucked into the void.
dusclops-default,emerald,"It is thought that its body is hollow with only a spectral ball of fire burning inside. However, no one has been able to confirm this theory as fact."
dusclops-default,firered,"Its body is entirely hollow. When it opens its mouth, it sucks everything in as if it were a black hole."
dusclops-default,heartgold,Anyone who dares peer into its body to see its spectral ball of fire will have their spirit stolen away.
dusclops-default,leafgreen,"Its body is entirely hollow. When it opens its mouth, it sucks everything in as if it were a black hole."
dusclops-default,legends-arceus,"There are rumors that peeking inside its bandage-wrapped body will cause one to get pulled in through the gaps between the bandages, never to return. I've been too scared to verify."
dusclops-default,omega-ruby,"Dusclops's body is completely hollow—there is nothing at all inside. It is said that its body is like a black hole. This Pokémon will absorb anything into its body, but nothing will ever come back out."
dusclops-default,pearl,Its body is hollow. It is said that those who look into its body are sucked into the void.
dusclops-default,platinum,It seeks drifting will-o'-the-wisps and sucks them into its empty body. What happens inside is a mystery.
dusclops-default,ruby,"Dusclops's body is completely hollow - there is nothing at all inside. It is said that its body is like a black hole. This Pokémon will absorb anything into its body, but nothing will ever come back out."
dusclops-default,sapphire,"Dusclops absorbs anything, however large the object may be. This Pokémon hypnotizes its foe by waving its hands in a macabre manner and by bringing its single eye to bear. The hypnotized foe is made to do Dusclops's bidding."
dusclops-default,scarlet,Dusclops is feared because it's said to pull the soul out of anyone who gazes upon the strange movements of its hands.
dusclops-default,shield,It seeks drifting will-o'-the-wisps and sucks them into its empty body. What happens inside is a mystery.
dusclops-default,shining-pearl,Its body is hollow. It is said that those who look into its body are sucked into the void.
dusclops-default,soulsilver,Anyone who dares peer into its body to see its spectral ball of fire will have their spirit stolen away.
dusclops-default,sword,"Its body is entirely hollow. When it opens its mouth, it sucks everything in as if it were a black hole."
dusclops-default,violet,"Dusclops's true form is said to be a bright red eye burning within its body, but no one has ever seen such a thing."
dusclops-default,white,It seeks drifting will-o'-the-wisps and sucks them into its empty body. What happens inside is a mystery.
dusclops-default,white-2,It seeks drifting will-o'-the-wisps and sucks them into its empty body. What happens inside is a mystery.
dusclops-default,x,Anyone who dares peer into its body to see its spectral ball of fire will have their spirit stolen away.
dusclops-default,y,Its body is hollow. It is said that those who look into its body are sucked into the void.
dusknoir-default,alpha-sapphire,The antenna on its head captures radio waves from the world of spirits that command it to take people there.
dusknoir-default,black,It is said to take lost spirits into its pliant body and guide them home.
dusknoir-default,black-2,It is said to take lost spirits into its pliant body and guide them home.
dusknoir-default,brilliant-diamond,The antenna on its head captures radio waves from the world of spirits that command it to take people there.
dusknoir-default,diamond,The antenna on its head captures radio waves from the world of spirits that command it to take people there.
dusknoir-default,heartgold,This feared Pokémon is said to travel to worlds unknown. Some even believe that it takes lost spirits along with it.
dusknoir-default,legends-arceus,"Comes to those whose lives have come to an end and escorts their souls to the afterlife. Known to mistakenly take the souls of those who yet have life left in them, albeit rarely."
dusknoir-default,omega-ruby,It is said to take lost spirits into its pliant body and guide them home.
dusknoir-default,pearl,The antenna on its head captures radio waves from the world of spirits that command it to take people there.
dusknoir-default,platinum,It is said to take lost spirits into its pliant body and guide them home.
dusknoir-default,scarlet,It is said to take lost spirits into its pliant body and take them to the afterlife.
dusknoir-default,shield,"With the mouth on its belly, Dusknoir swallows its target whole. The soul is the only thing eaten— Dusknoir disgorges the body before departing."
dusknoir-default,shining-pearl,The antenna on its head captures radio waves from the world of spirits that command it to take people there.
dusknoir-default,soulsilver,This feared Pokémon is said to travel to worlds unknown. Some even believe that it takes lost spirits along with it.
dusknoir-default,sword,"At the bidding of transmissions from the spirit world, it steals people and Pokémon away. No one knows whether it has a will of its own."
dusknoir-default,violet,It comes and goes between this world and the afterlife. People fear this Pokémon because it is said to suck in lost spirits and take them along.
dusknoir-default,white,It is said to take lost spirits into its pliant body and guide them home.
dusknoir-default,white-2,It is said to take lost spirits into its pliant body and guide them home.
dusknoir-default,x,It is said to take lost spirits into its pliant body and guide them home.
dusknoir-default,y,The antenna on its head captures radio waves from the world of spirits that command it to take people there.
duskull-default,alpha-sapphire,Duskull wanders lost among the deep darkness of midnight. There is an oft-told admonishment given to misbehaving children that this Pokémon will spirit away bad children who earn scoldings from their mothers.
duskull-default,black,It loves the crying of children. It startles bad kids by passing through walls and making them cry.
duskull-default,black-2,It loves the crying of children. It startles bad kids by passing through walls and making them cry.
duskull-default,brilliant-diamond,"It doggedly pursues its prey wherever the prey goes. However, the chase is abandoned at sunrise."
duskull-default,diamond,"It doggedly pursues its prey wherever it goes. However, the chase is abandoned at sunrise."
duskull-default,emerald,A glare from its single scarlet eye makes even burly grown-ups freeze in utter fear. It is a nocturnal Pokémon that roams about under the cloak of darkness.
duskull-default,firered,"Making itself invisible, it silently sneaks up to prey. It has the ability to slip through thick walls."
duskull-default,heartgold,"If it finds bad children who won't listen to their parents, it will spirit them away--or so it's said."
duskull-default,leafgreen,"Making itself invisible, it silently sneaks up to prey. It has the ability to slip through thick walls."
duskull-default,legends-arceus,I've heard that the children of Hisui all begin to behave once they've been told the story of how this Pokémon roams about before the witching hour to spirit away misbehaving children.
duskull-default,omega-ruby,"Duskull can pass through any wall no matter how thick it may be. Once this Pokémon chooses a target, it will doggedly pursue the intended victim until the break of dawn."
duskull-default,pearl,"It doggedly pursues its prey wherever it goes. However, the chase is abandoned at sunrise."
duskull-default,platinum,It loves the crying of children. It startles bad kids by passing through walls and making them cry.
duskull-default,ruby,"Duskull can pass through any wall no matter how thick it may be. Once this Pokémon chooses a target, it will doggedly pursue the intended victim until the break of dawn."
duskull-default,sapphire,Duskull wanders lost among the deep darkness of midnight. There is an oft-told admonishment given to misbehaving children that this Pokémon will spirit away bad children who earn scoldings from their mothers.
duskull-default,scarlet,"In the dead of night, these Pokémon wander through towns in search of children, whose vital energy is a Duskull's favorite food."
duskull-default,shield,"Making itself invisible, it silently sneaks up to prey. It has the ability to slip through thick walls."
duskull-default,shining-pearl,"It doggedly pursues its prey wherever the prey goes. However, the chase is abandoned at sunrise."
duskull-default,soulsilver,"If it finds bad children who won't listen to their parents, it will spirit them away--or so it's said."
duskull-default,sword,"If it finds bad children who won't listen to their parents, it will spirit them away—or so it's said."
duskull-default,violet,"Duskull's victims suffer an intense chill as the Pokémon siphons their life-force away, glaring at them with its bright red eye all the while."
duskull-default,white,It loves the crying of children. It startles bad kids by passing through walls and making them cry.
duskull-default,white-2,It loves the crying of children. It startles bad kids by passing through walls and making them cry.
duskull-default,x,"It doggedly pursues its prey wherever it goes. However, the chase is abandoned at sunrise."
duskull-default,y,"If it finds bad children who won't listen to their parents, it will spirit them away--or so it's said."
dustox-default,alpha-sapphire,"When Dustox flaps its wings, a fine dust is scattered all over. This dust is actually a powerful poison that will even make a pro wrestler sick. This Pokémon searches for food using its antennae like radar."
dustox-default,black,"Toxic powder is scattered with each flap. At night, it is known to strip leaves off trees lining boulevards."
dustox-default,black-2,"Toxic powder is scattered with each flap. At night, it is known to strip leaves off trees lining boulevards."
dustox-default,brilliant-diamond,"Dustox are nocturnal Pokémon. Drawn by streetlights, they messily eat the leaves of trees lining boulevards."
dustox-default,diamond,"A nocturnal Pokémon. Drawn by streetlights, they messily eat the leaves of trees lining boulevards."
dustox-default,emerald,It is a nocturnal Pokémon that flies from fields and mountains to the attraction of streetlights at night. It looses highly toxic powder from its wings.
dustox-default,firered,It scatters horribly toxic dust when it senses danger. They tend to gather in the glow of streetlamps at night.
dustox-default,heartgold,It scatters its fine dust all over when it is attacked. It is a nocturnal Pokémon.
dustox-default,leafgreen,It scatters horribly toxic dust when it senses danger. They tend to gather in the glow of streetlamps at night.
dustox-default,legends-arceus,Tends to be drawn to bonfires on dark nights. Difficult to chase away from settlements because of the way it scatters highly toxic scales.
dustox-default,omega-ruby,"Dustox is instinctively drawn to light. Swarms of this Pokémon are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food."
dustox-default,pearl,It violently flutters its wings to scatter toxic dust when attacked. It becomes active after sunset.
dustox-default,platinum,"Toxic powder is scattered with each flap. At night, it is known to strip leaves off trees lining boulevards."
dustox-default,ruby,"Dustox is instinctively drawn to light. Swarms of this Pokémon are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food."
dustox-default,sapphire,"When Dustox flaps its wings, a fine dust is scattered all over. This dust is actually a powerful poison that will even make a pro wrestler sick. This Pokémon searches for food using its antennae like radar."
dustox-default,shining-pearl,It violently flutters its wings to scatter toxic dust when attacked. It becomes active after sunset.
dustox-default,soulsilver,It scatters its fine dust all over when it is attacked. It is a nocturnal Pokémon.
dustox-default,white,"Toxic powder is scattered with each flap. At night, it is known to strip leaves off trees lining boulevards."
dustox-default,white-2,"Toxic powder is scattered with each flap. At night, it is known to strip leaves off trees lining boulevards."
dustox-default,x,"A nocturnal Pokémon. Drawn by streetlights, they messily eat the leaves of trees lining boulevards."
dustox-default,y,It violently flutters its wings to scatter toxic dust when attacked. It becomes active after sunset.
dwebble-default,alpha-sapphire,"When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
dwebble-default,black,This Pokémon can easily melt holes in hard rocks with a liquid secreted from its mouth.
dwebble-default,black-2,"When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
dwebble-default,omega-ruby,"It makes a hole in a suitable rock. If that rock breaks, the Pokémon remains agitated until it locates a replacement."
dwebble-default,shield,"It first tries to find a rock to live in, but if there are no suitable rocks to be found, Dwebble may move in to the ports of a Hippowdon."
dwebble-default,sword,"When it finds a stone appealing, it creates a hole inside it and uses it as its home. This Pokémon is the natural enemy of Roggenrola and Rolycoly."
dwebble-default,white,"It makes a hole in a suitable rock. If that rock breaks, the Pokémon remains agitated until it locates a replacement."
dwebble-default,white-2,"When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
dwebble-default,x,"It makes a hole in a suitable rock. If that rock breaks, the Pokémon remains agitated until it locates a replacement."
dwebble-default,y,"When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
eelektrik-default,alpha-sapphire,"These Pokémon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity."
eelektrik-default,black,They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.
eelektrik-default,black-2,It wraps itself around its prey and paralyzes it with electricity from the round spots on its sides. Then it chomps.
eelektrik-default,legends-za,It wraps itself around its prey and paralyzes them with electricity from the round spots on its sides. Then it chomps.
eelektrik-default,omega-ruby,It wraps itself around its prey and paralyzes it with electricity from the round spots on its sides. Then it chomps.
eelektrik-default,scarlet,They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.
eelektrik-default,violet,"These Pokémon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity."
eelektrik-default,white,"These Pokémon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity."
eelektrik-default,white-2,It wraps itself around its prey and paralyzes it with electricity from the round spots on its sides. Then it chomps.
eelektrik-default,x,It wraps itself around its prey and paralyzes it with electricity from the round spots on its sides. Then it chomps.
eelektrik-default,y,"These Pokémon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity."
eelektross-default,alpha-sapphire,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.
eelektross-default,black,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.
eelektross-default,black-2,"It latches on to prey with its sucker mouth, sinking in its fangs and shocking the prey with powerful electricity."
eelektross-default,legends-za,"With their sucker mouths, they latch on to prey. Then they use their fangs to shock the prey with electricity."
eelektross-default,omega-ruby,"With their sucker mouths, they suck in prey. Then they use their fangs to shock the prey with electricity."
eelektross-default,scarlet,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.
eelektross-default,violet,"It latches on to prey with its sucker mouth, sinking in its fangs and shocking the prey with powerful electricity."
eelektross-default,white,"With their sucker mouths, they suck in prey. Then they use their fangs to shock the prey with electricity."
eelektross-default,white-2,"It latches on to prey with its sucker mouth, sinking in its fangs and shocking the prey with powerful electricity."
eelektross-default,x,"With their sucker mouths, they suck in prey. Then they use their fangs to shock the prey with electricity."
eelektross-default,y,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.
eelektross-mega-evolution,legends-za,"It now generates 10 times the electricity it did before Mega Evolving. It discharges this electricity from its false Eelektrik, which are made of mucus."
eevee-default,alpha-sapphire,Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokémon to evolve.
eevee-default,black,"Because its genetic makeup is irregular, it quickly changes its form due to a variety of causes."
eevee-default,black-2,"Thanks to its unstable genetic makeup, this special Pokémon conceals many different possible evolutions."
eevee-default,blue,Its genetic code is irregular. It may mutate if it is exposed to radiation from element Stones.
eevee-default,brilliant-diamond,It is a rare Pokémon that adapts to harsh environments by changing its appearance and capabilities when it evolves.
eevee-default,crystal,Its ability to evolve into many forms allows it to adapt smoothly and perfectly to any environment.
eevee-default,diamond,A rare Pokémon that adapts to harsh environments by taking on different evolutionary forms.
eevee-default,emerald,An Eevee has an unstable genetic makeup that suddenly mutates due to its environment. Radiation from various Stones causes this Pokémon to evolve.
eevee-default,firered,An extremely rare Pokémon that may evolve in a number of different ways depending on stimuli.
eevee-default,gold,It has the ability to alter the composition of its body to suit its surrounding environment.
eevee-default,green,An extremely rare Pokémon that may evolve in a number of different ways depending on stimuli.
eevee-default,heartgold,It has the ability to alter the composition of its body to suit its surrounding environment.
eevee-default,leafgreen,Its genetic code is irregular. It may mutate if it is exposed to radiation from element Stones.
eevee-default,legends-arceus,Harbors the potential to evolve into manifold forms. Within Eevee lies the key to the mysteries of Pokémon evolution—I'm certain of it.
eevee-default,legends-za,"Thanks to its unstable genetic makeup, this special Pokémon conceals many different possible evolutions."
eevee-default,lets-go-eevee,It can evolve into a variety of forms. Eevee's genes are the key to solving the mysteries of Pokémon evolution.
eevee-default,lets-go-pikachu,It can evolve into a variety of forms. Eevee's genes are the key to solving the mysteries of Pokémon evolution.
eevee-default,moon,Current studies show it can evolve into an incredible eight different species of Pokémon.
eevee-default,omega-ruby,Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokémon to evolve.
eevee-default,pearl,A rare Pokémon that adapts to harsh environments by taking on different evolutionary forms.
eevee-default,platinum,"Because its genetic makeup is irregular, it quickly changes its form due to a variety of causes."
eevee-default,red,An extremely rare Pokémon that may evolve in a number of different ways depending on stimuli.
eevee-default,red,Its genetic code is irregular. It may mutate if it is exposed to radiation from element Stones.
eevee-default,ruby,Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various Stones causes this Pokémon to evolve.
eevee-default,sapphire,Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various Stones causes this Pokémon to evolve.
eevee-default,scarlet,Its ability to evolve into many forms allows it to adapt smoothly and perfectly to any environment.
eevee-default,shield,"Thanks to its unstable genetic makeup, this special Pokémon conceals many different possible evolutions."
eevee-default,shining-pearl,It is a rare Pokémon that adapts to harsh environments by changing its appearance and capabilities when it evolves.
eevee-default,silver,Its irregularly configured DNA is affected by its surroundings. It evolves if its environment changes.
eevee-default,soulsilver,Its irregularly configured DNA is affected by its surroundings. It evolves if its environment changes.
eevee-default,stadium,Its genetic code is irregular. It evolves into three kinds of Pokémon when exposed to the radiation of elemental stones.
eevee-default,stadium-2,It has the ability to alter the composition of its body to suit its surrounding environment.
eevee-default,stadium-2,Its irregularly configured DNA is affected by its surroundings. It evolves if its environment changes.
eevee-default,sun,"Possessing an unbalanced and unstable genetic makeup, it conceals many possible evolutions."
eevee-default,sword,It has the ability to alter the composition of its body to suit its surrounding environment.
eevee-default,ultra-moon,Its genes are easily influenced by its surroundings. Even its face starts to look like that of its Trainer.
eevee-default,ultra-sun,The question of why only Eevee has such unstable genes has still not been solved.
eevee-default,violet,Its genetic code is irregular. It may mutate if it is exposed to radiation from element stones.
eevee-default,white,"Because its genetic makeup is irregular, it quickly changes its form due to a variety of causes."
eevee-default,white-2,"Thanks to its unstable genetic makeup, this special Pokémon conceals many different possible evolutions."
eevee-default,x,A rare Pokémon that adapts to harsh environments by taking on different evolutionary forms.
eevee-default,y,"Thanks to its unstable genetic makeup, this special Pokémon conceals many different possible evolutions."
eevee-default,yellow,"Its genetic code is unstable, so it could evolve in a variety of ways. There are only a few alive."
eevee-gigantamax,shield,"Having gotten even friendlier and more innocent, Eevee tries to play with anyone around, only to end up crushing them with its immense body."
eevee-gigantamax,sword,"Gigantamax energy upped the fluffiness of the fur around Eevee's neck. The fur will envelop a foe, capturing its body and captivating its mind."
eiscue-ice-face,scarlet,"On hot days, these Pokémon press their ice cube heads together and pass the time cooling each other down."
eiscue-ice-face,shield,"This Pokémon keeps its heat-sensitive head cool with ice. It fishes for its food, dangling its single hair into the sea to lure in prey."
eiscue-ice-face,sword,It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold.
eiscue-ice-face,violet,"If you lick the ice covering its face, you'll find it has a faintly salty taste. This species rode here on ocean currents from a cold, faraway land."
eiscue-noice-face,scarlet,"The ice that was covering this Eiscue’s face has shattered. Eiscue emits cold air from the tip of its hair to protect its head, which is sensitive to heat."
eiscue-noice-face,shield,"The hair on its head connects to the surface of its brain. When this Pokémon has something on its mind, its hair chills the air around it."
eiscue-noice-face,sword,"The ice covering this Pokémon's face has shattered, revealing a slightly worried expression that many people are enamored with."
eiscue-noice-face,violet,"Contrary to its looks, Eiscue is a poor swimmer. It creates ice balls at the tip of its single hair to lure prey in and fish them up."
ekans-default,alpha-sapphire,Ekans curls itself up in a spiral while it rests. Assuming this position allows it to quickly respond to a threat from any direction with a glare from its upraised head.
ekans-default,black,It sneaks through grass without making a sound and strikes unsuspecting prey from behind.
ekans-default,black-2,It sneaks through grass without making a sound and strikes unsuspecting prey from behind.
ekans-default,blue,"Moves silently and stealthily. Eats the eggs of birds, such as Pidgey and Spearow, whole."
ekans-default,brilliant-diamond,It sneaks through grass without making a sound and strikes unsuspecting prey from behind.
ekans-default,crystal,"It flutters the tip of its tongue to seek out the scent of prey, then swallows the prey whole."
ekans-default,diamond,It sneaks through grass without making a sound and strikes unsuspecting prey from behind.
ekans-default,emerald,An Ekans curls itself up in a spiral while it rests. This position allows it to quickly respond to an enemy from any direction with a threat from its upraised head.
ekans-default,firered,"A very common sight in grassland, etc. It flicks its tongue in and out to sense danger in its surroundings."
ekans-default,gold,"It can freely detach its jaw to swallow large prey whole. It can become too heavy to move, however."
ekans-default,heartgold,"It can freely detach its jaw to swallow large prey whole. It can become too heavy to move, however."
ekans-default,leafgreen,"Moving silently and stealthily, it eats the eggs of birds, such as Pidgey and Spearow, whole."
ekans-default,legends-za,"As it matures, it grows longer. At night, it wraps its long body around tree branches to rest."
ekans-default,lets-go-eevee,"The older it gets, the longer it grows. At night, it wraps its long body around tree branches to rest."
ekans-default,lets-go-pikachu,"The older it gets, the longer it grows. At night, it wraps its long body around tree branches to rest."
ekans-default,omega-ruby,Ekans curls itself up in a spiral while it rests. Assuming this position allows it to quickly respond to a threat from any direction with a glare from its upraised head.
ekans-default,pearl,It sneaks through grass without making a sound and strikes unsuspecting prey from behind.
ekans-default,platinum,It sneaks through grass without making a sound and strikes unsuspecting prey from behind.
ekans-default,red,"Moves silently and stealthily. Eats the eggs of birds, such as Pidgey and Spearow, whole."
ekans-default,ruby,Ekans curls itself up in a spiral while it rests. Assuming this position allows it to quickly respond to a threat from any direction with a glare from its upraised head.
ekans-default,sapphire,Ekans curls itself up in a spiral while it rests. Assuming this position allows it to quickly respond to a threat from any direction with a glare from its upraised head.
ekans-default,scarlet,"It can freely detach its jaw to swallow large prey whole. It can become too heavy to move, however."
ekans-default,shining-pearl,It sneaks through grass without making a sound and strikes unsuspecting prey from behind.
ekans-default,silver,"It always hides in grass. When first born, it has no poison, so its bite is painful, but harmless."
ekans-default,soulsilver,"It always hides in grass. When first born, it has no poison, so its bite is painful, but harmless."
ekans-default,stadium,"Slithers silently through grass, searching for its favorite food--Pidgey and Spearow eggs."
