ability_id,version_identifier,flavor_text
48,omega-ruby-alpha-sapphire,The Pokémon awakens quickly from sleep.
48,platinum,The Pokémon awakens quickly from sleep.
48,ruby-sapphire,Awakens quickly from sleep.
48,scarlet-violet,The Pokémon awakens from sleep twice as fast as other Pokémon.
48,sun-moon,The Pokémon awakens twice as fast as other Pokémon from sleep.
48,sword-shield,The Pokémon awakens from sleep twice as fast as other Pokémon.
48,ultra-sun-ultra-moon,The Pokémon awakens twice as fast as other Pokémon from sleep.
48,x-y,The Pokémon awakens quickly from sleep.
49,black-2-white-2,Contact with the Pokémon may burn the attacker.
49,black-white,Contact with the Pokémon may burn the attacker.
49,diamond-pearl,Contact with the Pokémon may burn the foe.
49,emerald,Burns the foe on contact.
49,firered-leafgreen,Burns the foe on contact.
49,heartgold-soulsilver,Contact with the Pokémon may burn the foe.
49,lets-go-pikachu-lets-go-eevee,Contact with the Pokémon may burn the attacker.
49,omega-ruby-alpha-sapphire,Contact with the Pokémon may burn the attacker.
49,platinum,Contact with the Pokémon may burn the foe.
49,ruby-sapphire,Burns the foe on contact.
49,scarlet-violet,Contact with the Pokémon may burn the attacker.
49,sun-moon,Contact with the Pokémon may burn the attacker.
49,sword-shield,Contact with the Pokémon may burn the attacker.
49,ultra-sun-ultra-moon,Contact with the Pokémon may burn the attacker.
49,x-y,Contact with the Pokémon may burn the attacker.
50,black-2-white-2,Enables a sure getaway from wild Pokémon.
50,black-white,Enables a sure getaway from wild Pokémon.
50,diamond-pearl,Enables sure getaway from wild Pokémon.
50,emerald,Makes escaping easier.
50,firered-leafgreen,Makes escaping easier.
50,heartgold-soulsilver,Enables sure getaway from wild Pokémon.
50,lets-go-pikachu-lets-go-eevee,Enables a sure getaway from wild Pokémon.
50,omega-ruby-alpha-sapphire,Enables a sure getaway from wild Pokémon.
50,platinum,Enables sure getaway from wild Pokémon.
50,ruby-sapphire,Makes escaping easier.
50,scarlet-violet,Enables a sure getaway from wild Pokémon.
50,sun-moon,Enables a sure getaway from wild Pokémon.
50,sword-shield,Enables a sure getaway from wild Pokémon.
50,ultra-sun-ultra-moon,Enables a sure getaway from wild Pokémon.
50,x-y,Enables a sure getaway from wild Pokémon.
51,black-2-white-2,Prevents other Pokémon from lowering accuracy.
51,black-white,Prevents other Pokémon from lowering accuracy.
51,diamond-pearl,Prevents the Pokémon from losing accuracy.
51,emerald,Prevents loss of accuracy.
51,firered-leafgreen,Prevents loss of accuracy.
51,heartgold-soulsilver,Prevents the Pokémon from losing accuracy.
51,lets-go-pikachu-lets-go-eevee,Keen eyes prevent other Pokémon from lowering this Pokémon’s accuracy.
51,omega-ruby-alpha-sapphire,Prevents other Pokémon from lowering accuracy.
51,platinum,Prevents the Pokémon from losing accuracy.
51,ruby-sapphire,Prevents loss of accuracy.
51,scarlet-violet,The Pokémon's keen eyes prevent its accuracy from being lowered.
51,sun-moon,Keen eyes prevent other Pokémon from lowering this Pokémon’s accuracy.
51,sword-shield,Keen eyes prevent other Pokémon from lowering this Pokémon’s accuracy.
51,ultra-sun-ultra-moon,Keen eyes prevent other Pokémon from lowering this Pokémon’s accuracy.
51,x-y,Prevents other Pokémon from lowering accuracy.
52,black-2-white-2,Prevents other Pokémon from lowering Attack stat.
52,black-white,Prevents other Pokémon from lowering Attack stat.
52,diamond-pearl,Prevents the Attack stat from being lowered.
52,emerald,Prevents ATTACK reduction.
52,firered-leafgreen,Prevents ATTACK reduction.
52,heartgold-soulsilver,Prevents the Attack stat from being lowered.
52,lets-go-pikachu-lets-go-eevee,The Pokémon’s proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.
52,omega-ruby-alpha-sapphire,Prevents other Pokémon from lowering its Attack stat.
52,platinum,Prevents the Attack stat from being lowered.
52,ruby-sapphire,Prevents ATTACK reduction.
52,scarlet-violet,"The Pokémon's prized, mighty pincers prevent other Pokémon from lowering its Attack stat."
52,sun-moon,The Pokémon’s proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.
52,sword-shield,The Pokémon’s proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.
52,ultra-sun-ultra-moon,The Pokémon’s proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.
52,x-y,Prevents other Pokémon from lowering its Attack stat.
53,black-2-white-2,The Pokémon may pick up items.
53,black-white,The Pokémon may pick up items.
53,diamond-pearl,The Pokémon may pick up items.
53,emerald,May pick up items.
53,firered-leafgreen,May pick up items.
53,heartgold-soulsilver,The Pokémon may pick up items.
53,lets-go-pikachu-lets-go-eevee,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too."
53,omega-ruby-alpha-sapphire,The Pokémon may pick up items.
53,platinum,The Pokémon may pick up items.
53,ruby-sapphire,May pick up items.
53,scarlet-violet,"The Pokémon may pick up an item another Pokémon used during a battle. It may pick up items outside of battle, too."
53,sun-moon,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too."
53,sword-shield,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too."
53,ultra-sun-ultra-moon,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too."
53,x-y,The Pokémon may pick up items.
54,black-2-white-2,Pokémon can’t attack on consecutive turns.
54,black-white,Pokémon can’t attack on consecutive turns.
54,diamond-pearl,The Pokémon can’t attack on consecutive turns.
54,emerald,Moves only every two turns.
54,firered-leafgreen,Moves only every two turns.
54,heartgold-soulsilver,Pokémon can’t attack on consecutive turns.
54,lets-go-pikachu-lets-go-eevee,The Pokémon can’t use a move if it had used a move on the previous turn.
54,omega-ruby-alpha-sapphire,The Pokémon can’t attack on consecutive turns.
54,platinum,The Pokémon can’t attack on consecutive turns.
54,ruby-sapphire,Moves only every two turns.
54,scarlet-violet,"Each time the Pokémon uses a move, it spends the next turn loafing around."
54,sun-moon,The Pokémon can’t use a move the following turn if it uses one.
54,sword-shield,The Pokémon can’t use a move if it had used a move on the previous turn.
54,ultra-sun-ultra-moon,The Pokémon can’t use a move the following turn if it uses one.
54,x-y,The Pokémon can’t attack on consecutive turns.
55,black-2-white-2,"Boosts the Attack stat, but lowers accuracy."
55,black-white,"Boosts the Attack stat, but lowers accuracy."
55,diamond-pearl,"Boosts the Attack stat, but lowers accuracy."
55,emerald,Trades accuracy for power.
55,firered-leafgreen,Trades accuracy for power.
55,heartgold-soulsilver,"Boosts the Attack stat, but lowers accuracy."
55,lets-go-pikachu-lets-go-eevee,"Boosts the Attack stat, but lowers accuracy."
55,omega-ruby-alpha-sapphire,"Boosts the Attack stat, but lowers accuracy."
55,platinum,"Boosts the Attack stat, but lowers accuracy."
55,ruby-sapphire,Trades accuracy for power.
55,scarlet-violet,Boosts the Pokémon's Attack stat but lowers its accuracy.
55,sun-moon,"Boosts the Attack stat, but lowers accuracy."
55,sword-shield,"Boosts the Attack stat, but lowers accuracy."
55,ultra-sun-ultra-moon,"Boosts the Attack stat, but lowers accuracy."
55,x-y,"Boosts the Attack stat, but lowers accuracy."
56,black-2-white-2,Contact with the Pokémon may cause infatuation.
56,black-white,Contact with the Pokémon may cause infatuation.
56,diamond-pearl,Contact with the Pokémon may cause infatuation.
56,emerald,Infatuates on contact.
56,firered-leafgreen,Infatuates on contact.
56,heartgold-soulsilver,Contact with the Pokémon may cause infatuation.
56,lets-go-pikachu-lets-go-eevee,Contact with the Pokémon may cause infatuation.
56,omega-ruby-alpha-sapphire,Contact with the Pokémon may cause infatuation.
56,platinum,Contact with the Pokémon may cause infatuation.
56,ruby-sapphire,Infatuates on contact.
56,scarlet-violet,The Pokémon may infatuate attackers that make direct contact with it.
56,sun-moon,Contact with the Pokémon may cause infatuation.
56,sword-shield,Contact with the Pokémon may cause infatuation.
56,ultra-sun-ultra-moon,Contact with the Pokémon may cause infatuation.
56,x-y,Contact with the Pokémon may cause infatuation.
57,black-2-white-2,Ups Sp. Atk if another Pokémon has Plus or Minus.
57,black-white,Ups Sp. Atk if another Pokémon has Plus or Minus.
57,diamond-pearl,Boosts Sp. Atk if another Pokémon has Minus.
57,emerald,Powers up with MINUS.
57,firered-leafgreen,Powers up with MINUS.
57,heartgold-soulsilver,Ups Sp. Atk if another Pokémon has Minus.
57,lets-go-pikachu-lets-go-eevee,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.
57,omega-ruby-alpha-sapphire,Boosts the Sp. Atk stat if another Pokémon has Plus or Minus.
57,platinum,Boosts Sp. Atk if another Pokémon has Minus.
57,ruby-sapphire,Powers up with MINUS.
57,scarlet-violet,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.
57,sun-moon,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.
57,sword-shield,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.
57,ultra-sun-ultra-moon,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.
57,x-y,Boosts the Sp. Atk stat if another Pokémon has Plus or Minus.
58,black-2-white-2,Ups Sp. Atk if another Pokémon has Plus or Minus.
58,black-white,Ups Sp. Atk if another Pokémon has Plus or Minus.
58,diamond-pearl,Boosts Sp. Atk if another Pokémon has Plus.
58,emerald,Powers up with PLUS.
58,firered-leafgreen,Powers up with PLUS.
58,heartgold-soulsilver,Ups Sp. Atk if another Pokémon has Plus.
58,lets-go-pikachu-lets-go-eevee,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.
58,omega-ruby-alpha-sapphire,Boosts the Sp. Atk stat if another Pokémon has Plus or Minus.
58,platinum,Boosts Sp. Atk if another Pokémon has Plus.
58,ruby-sapphire,Powers up with PLUS.
58,scarlet-violet,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.
58,sun-moon,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.
58,sword-shield,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.
58,ultra-sun-ultra-moon,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.
58,x-y,Boosts the Sp. Atk stat if another Pokémon has Plus or Minus.
59,black-2-white-2,Castform transforms with the weather.
59,black-white,Castform transforms with the weather.
59,diamond-pearl,CASTFORM transforms with the weather.
59,emerald,Changes with the weather.
59,firered-leafgreen,Changes with the weather.
59,heartgold-soulsilver,CASTFORM transforms with the weather.
59,lets-go-pikachu-lets-go-eevee,"The Pokémon transforms with the weather to change its type to Water, Fire, or Ice."
59,omega-ruby-alpha-sapphire,Castform transforms with the weather.
59,platinum,CASTFORM transforms with the weather.
59,ruby-sapphire,Changes with the weather.
59,sun-moon,"The Pokémon transforms with the weather to change its type to Water, Fire, or Ice."
59,sword-shield,"The Pokémon transforms with the weather to change its type to Water, Fire, or Ice."
59,ultra-sun-ultra-moon,"The Pokémon transforms with the weather to change its type to Water, Fire, or Ice."
59,x-y,Castform transforms with the weather.
60,black-2-white-2,Protects the Pokémon from item theft.
60,black-white,Protects the Pokémon from item theft.
60,diamond-pearl,Protects the Pokémon from item theft.
60,emerald,Prevents item theft.
60,firered-leafgreen,Prevents item theft.
60,heartgold-soulsilver,Protects the Pokémon from item theft.
60,lets-go-pikachu-lets-go-eevee,Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.
60,omega-ruby-alpha-sapphire,Protects the Pokémon from item theft.
60,platinum,Protects the Pokémon from item theft.
60,ruby-sapphire,Prevents item theft.
60,scarlet-violet,The Pokémon's held items cling to its sticky body and cannot be removed by other Pokémon.
60,sun-moon,Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.
60,sword-shield,Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.
60,ultra-sun-ultra-moon,Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.
60,x-y,Protects the Pokémon from item theft.
61,black-2-white-2,The Pokémon may heal its own status problems.
61,black-white,The Pokémon may heal its own status problems.
61,diamond-pearl,The Pokémon may heal its own status problems.
61,emerald,Heals the body by shedding.
61,firered-leafgreen,Heals the body by shedding.
61,heartgold-soulsilver,The Pokémon may heal its own status problems.
61,lets-go-pikachu-lets-go-eevee,The Pokémon may heal its own status conditions by shedding its skin.
61,omega-ruby-alpha-sapphire,The Pokémon may heal its own status conditions.
61,platinum,The Pokémon may heal its own status problems.
61,ruby-sapphire,Heals the body by shedding.
61,scarlet-violet,The Pokémon may cure its own status conditions by shedding its skin.
61,sun-moon,The Pokémon may heal its own status conditions by shedding its skin.
61,sword-shield,The Pokémon may heal its own status conditions by shedding its skin.
61,ultra-sun-ultra-moon,The Pokémon may heal its own status conditions by shedding its skin.
61,x-y,The Pokémon may heal its own status conditions.
62,black-2-white-2,Boosts Attack if there is a status problem.
62,black-white,Boosts Attack if there is a status problem.
62,diamond-pearl,Boosts Attack if there is a status problem.
62,emerald,Ups ATTACK if suffering.
62,firered-leafgreen,Ups ATTACK if suffering.
62,heartgold-soulsilver,Boosts Attack if there is a status problem.
62,lets-go-pikachu-lets-go-eevee,It’s so gutsy that having a status condition boosts the Pokémon’s Attack stat.
62,omega-ruby-alpha-sapphire,Boosts the Attack stat if the Pokémon has a status condition.
62,platinum,Boosts Attack if there is a status problem.
62,ruby-sapphire,Ups ATTACK if suffering.
62,scarlet-violet,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.
62,sun-moon,It’s so gutsy that having a status condition boosts the Pokémon’s Attack stat.
62,sword-shield,It’s so gutsy that having a status condition boosts the Pokémon’s Attack stat.
62,ultra-sun-ultra-moon,It’s so gutsy that having a status condition boosts the Pokémon’s Attack stat.
62,x-y,Boosts the Attack stat if the Pokémon has a status condition.
63,black-2-white-2,Ups Defense if there is a status problem.
63,black-white,Ups Defense if there is a status problem.
63,diamond-pearl,Boosts Defense if there is a status problem.
63,emerald,Ups DEFENSE if suffering.
63,firered-leafgreen,Ups DEFENSE if suffering.
63,heartgold-soulsilver,Ups Defense if there is a status problem.
63,lets-go-pikachu-lets-go-eevee,The Pokémon’s marvelous scales boost the Defense stat if it has a status condition.
63,omega-ruby-alpha-sapphire,Boosts the Defense stat if the Pokémon has a status condition.
63,platinum,Boosts Defense if there is a status problem.
63,ruby-sapphire,Ups DEFENSE if suffering.
63,scarlet-violet,The Pokémon's marvelous scales boost its Defense stat if it has a status condition.
63,sun-moon,The Pokémon’s marvelous scales boost the Defense stat if it has a status condition.
63,sword-shield,The Pokémon’s marvelous scales boost the Defense stat if it has a status condition.
63,ultra-sun-ultra-moon,The Pokémon’s marvelous scales boost the Defense stat if it has a status condition.
63,x-y,Boosts the Defense stat if the Pokémon has a status condition.
64,black-2-white-2,Damages attackers using any draining move.
64,black-white,Damages attackers using any draining move.
64,diamond-pearl,Inflicts damage on foes using any draining move.
64,emerald,Draining causes injury.
64,firered-leafgreen,Draining causes injury.
64,heartgold-soulsilver,Inflicts damage on foes using any draining move.
64,lets-go-pikachu-lets-go-eevee,"The oozed liquid has a strong stench, which damages attackers using any draining move."
64,omega-ruby-alpha-sapphire,Damages attackers using any draining move.
64,platinum,Inflicts damage on foes using any draining move.
64,ruby-sapphire,Draining causes injury.
64,scarlet-violet,The strong stench of the Pokémon's oozed liquid damages attackers that use HP-draining moves.
64,sun-moon,"Oozed liquid has strong stench, which damages attackers using any draining move."
64,sword-shield,"The oozed liquid has a strong stench, which damages attackers using any draining move."
64,ultra-sun-ultra-moon,"Oozed liquid has strong stench, which damages attackers using any draining move."
64,x-y,Damages attackers using any draining move.
65,black-2-white-2,Powers up Grass-type moves in a pinch.
65,black-white,Powers up Grass-type moves in a pinch.
65,diamond-pearl,Powers up Grass-type moves in a pinch.
65,emerald,Ups GRASS moves in a pinch.
65,firered-leafgreen,Ups GRASS moves in a pinch.
65,heartgold-soulsilver,Powers up Grass-type moves in a pinch.
65,lets-go-pikachu-lets-go-eevee,Powers up Grass-type moves when the Pokémon’s HP is low.
65,omega-ruby-alpha-sapphire,Powers up Grass-type moves when the Pokémon is in trouble.
65,platinum,Powers up Grass-type moves in a pinch.
65,ruby-sapphire,Ups GRASS moves in a pinch.
65,scarlet-violet,Powers up Grass-type moves when the Pokémon's HP is low.
65,sun-moon,Powers up Grass-type moves when the Pokémon’s HP is low.
65,sword-shield,Powers up Grass-type moves when the Pokémon’s HP is low.
65,ultra-sun-ultra-moon,Powers up Grass-type moves when the Pokémon’s HP is low.
65,x-y,Powers up Grass-type moves when the Pokémon is in trouble.
66,black-2-white-2,Powers up Fire-type moves in a pinch.
66,black-white,Powers up Fire-type moves in a pinch.
66,diamond-pearl,Powers up Fire-type moves in a pinch.
66,emerald,Ups FIRE moves in a pinch.
66,firered-leafgreen,Ups FIRE moves in a pinch.
66,heartgold-soulsilver,Powers up Fire-type moves in a pinch.
66,lets-go-pikachu-lets-go-eevee,Powers up Fire-type moves when the Pokémon’s HP is low.
66,omega-ruby-alpha-sapphire,Powers up Fire-type moves when the Pokémon is in trouble.
66,platinum,Powers up Fire-type moves in a pinch.
66,ruby-sapphire,Ups FIRE moves in a pinch.
66,scarlet-violet,Powers up Fire-type moves when the Pokémon's HP is low.
66,sun-moon,Powers up Fire-type moves when the Pokémon’s HP is low.
66,sword-shield,Powers up Fire-type moves when the Pokémon’s HP is low.
66,ultra-sun-ultra-moon,Powers up Fire-type moves when the Pokémon’s HP is low.
66,x-y,Powers up Fire-type moves when the Pokémon is in trouble.
67,black-2-white-2,Powers up Water-type moves in a pinch.
67,black-white,Powers up Water-type moves in a pinch.
67,diamond-pearl,Powers up Water-type moves in a pinch.
67,emerald,Ups WATER moves in a pinch.
67,firered-leafgreen,Ups WATER moves in a pinch.
67,heartgold-soulsilver,Powers up Water-type moves in a pinch.
67,lets-go-pikachu-lets-go-eevee,Powers up Water-type moves when the Pokémon’s HP is low.
67,omega-ruby-alpha-sapphire,Powers up Water-type moves when the Pokémon is in trouble.
67,platinum,Powers up Water-type moves in a pinch.
67,ruby-sapphire,Ups WATER moves in a pinch.
67,scarlet-violet,Powers up Water-type moves when the Pokémon's HP is low.
67,sun-moon,Powers up Water-type moves when the Pokémon’s HP is low.
67,sword-shield,Powers up Water-type moves when the Pokémon’s HP is low.
67,ultra-sun-ultra-moon,Powers up Water-type moves when the Pokémon’s HP is low.
67,x-y,Powers up Water-type moves when the Pokémon is in trouble.
68,black-2-white-2,Powers up Bug-type moves in a pinch.
68,black-white,Powers up Bug-type moves in a pinch.
68,diamond-pearl,Powers up Bug-type moves in a pinch.
68,emerald,Ups BUG moves in a pinch.
68,firered-leafgreen,Ups BUG moves in a pinch.
68,heartgold-soulsilver,Powers up Bug-type moves in a pinch.
68,lets-go-pikachu-lets-go-eevee,Powers up Bug-type moves when the Pokémon’s HP is low.
68,omega-ruby-alpha-sapphire,Powers up Bug-type moves when the Pokémon is in trouble.
68,platinum,Powers up Bug-type moves in a pinch.
68,ruby-sapphire,Ups BUG moves in a pinch.
68,scarlet-violet,Powers up Bug-type moves when the Pokémon's HP is low.
68,sun-moon,Powers up Bug-type moves when the Pokémon’s HP is low.
68,sword-shield,Powers up Bug-type moves when the Pokémon’s HP is low.
68,ultra-sun-ultra-moon,Powers up Bug-type moves when the Pokémon’s HP is low.
68,x-y,Powers up Bug-type moves when the Pokémon is in trouble.
69,black-2-white-2,Protects the Pokémon from recoil damage.
69,black-white,Protects the Pokémon from recoil damage.
69,diamond-pearl,Protects the Pokémon from recoil damage.
69,emerald,Prevents recoil damage.
69,firered-leafgreen,Prevents recoil damage.
69,heartgold-soulsilver,Protects the Pokémon from recoil damage.
69,lets-go-pikachu-lets-go-eevee,Protects the Pokémon from recoil damage.
69,omega-ruby-alpha-sapphire,Protects the Pokémon from recoil damage.
69,platinum,Protects the Pokémon from recoil damage.
69,ruby-sapphire,Prevents recoil damage.
69,scarlet-violet,Protects the Pokémon from recoil damage.
69,sun-moon,Protects the Pokémon from recoil damage.
69,sword-shield,Protects the Pokémon from recoil damage.
69,ultra-sun-ultra-moon,Protects the Pokémon from recoil damage.
69,x-y,Protects the Pokémon from recoil damage.
70,black-2-white-2,Turns the sunlight harsh if it is in battle.
70,black-white,Turns the sunlight harsh if it is in battle.
70,diamond-pearl,The Pokémon makes it sunny if it is in battle.
70,emerald,Summons sunlight in battle.
70,firered-leafgreen,Summons sunlight in battle.
70,heartgold-soulsilver,The Pokémon makes it sunny if it is in battle.
70,lets-go-pikachu-lets-go-eevee,Turns the sunlight harsh when the Pokémon enters a battle.
70,omega-ruby-alpha-sapphire,Turns the sunlight harsh when the Pokémon enters a battle.
70,platinum,The Pokémon makes it sunny if it is in battle.
70,ruby-sapphire,Summons sunlight in battle.
70,scarlet-violet,Turns the sunlight harsh when the Pokémon enters a battle.
70,sun-moon,Turns the sunlight harsh when the Pokémon enters a battle.
70,sword-shield,Turns the sunlight harsh when the Pokémon enters a battle.
70,ultra-sun-ultra-moon,Turns the sunlight harsh when the Pokémon enters a battle.
70,x-y,Turns the sunlight harsh when the Pokémon enters a battle.
71,black-2-white-2,Prevents the foe from fleeing.
71,black-white,Prevents the foe from fleeing.
71,diamond-pearl,Prevents the foe from fleeing.
71,emerald,Prevents fleeing.
71,firered-leafgreen,Prevents fleeing.
71,heartgold-soulsilver,Prevents the foe from fleeing.
71,lets-go-pikachu-lets-go-eevee,Prevents opposing Pokémon from fleeing.
71,omega-ruby-alpha-sapphire,Prevents opposing Pokémon from fleeing.
71,platinum,Prevents the foe from fleeing.
71,ruby-sapphire,Prevents fleeing.
71,scarlet-violet,Prevents opposing Pokémon from fleeing from battle.
71,sun-moon,Prevents opposing Pokémon from fleeing.
71,sword-shield,Prevents opposing Pokémon from fleeing.
71,ultra-sun-ultra-moon,Prevents opposing Pokémon from fleeing.
71,x-y,Prevents opposing Pokémon from fleeing.
72,black-2-white-2,Prevents the Pokémon from falling asleep.
72,black-white,Prevents the Pokémon from falling asleep.
72,diamond-pearl,Prevents the Pokémon from falling asleep.
72,emerald,Prevents sleep.
72,firered-leafgreen,Prevents sleep.
72,heartgold-soulsilver,Prevents the Pokémon from falling asleep.
72,lets-go-pikachu-lets-go-eevee,"The Pokémon is full of vitality, and that prevents it from falling asleep."
72,omega-ruby-alpha-sapphire,Prevents the Pokémon from falling asleep.
72,platinum,Prevents the Pokémon from falling asleep.
72,ruby-sapphire,Prevents sleep.
72,scarlet-violet,"The Pokémon is full of vitality, and that prevents it from falling asleep."
72,sun-moon,"The Pokémon is full of vitality, and that prevents it from falling asleep."
72,sword-shield,"The Pokémon is full of vitality, and that prevents it from falling asleep."
72,ultra-sun-ultra-moon,"The Pokémon is full of vitality, and that prevents it from falling asleep."
72,x-y,Prevents the Pokémon from falling asleep.
73,black-2-white-2,Prevents other Pokémon from lowering its stats.
73,black-white,Prevents other Pokémon from lowering its stats.
73,diamond-pearl,Prevents the Pokémon’s stats from being lowered.
73,emerald,Prevents ability reduction.
73,firered-leafgreen,Prevents ability reduction.
73,heartgold-soulsilver,Prevents its stats from being lowered.
73,lets-go-pikachu-lets-go-eevee,"The Pokémon is protected by its white smoke, which prevents other Pokémon from lowering its stats."
73,omega-ruby-alpha-sapphire,Prevents other Pokémon from lowering its stats.
73,platinum,Prevents the Pokémon’s stats from being lowered.
73,ruby-sapphire,Prevents ability reduction.
73,scarlet-violet,"The Pokémon is protected by its white smoke, which prevents other Pokémon from lowering its stats."
73,sun-moon,"The Pokémon is protected by its white smoke, which prevents other Pokémon from lowering its stats."
73,sword-shield,"The Pokémon is protected by its white smoke, which prevents other Pokémon from lowering its stats."
73,ultra-sun-ultra-moon,"The Pokémon is protected by its white smoke, which prevents other Pokémon from lowering its stats."
73,x-y,Prevents other Pokémon from lowering its stats.
74,black-2-white-2,Raises the Pokémon’s Attack stat.
74,black-white,Raises the Pokémon’s Attack stat.
74,diamond-pearl,Boosts the power of physical attacks.
74,emerald,Raises ATTACK.
74,firered-leafgreen,Raises ATTACK.
74,heartgold-soulsilver,Boosts the power of physical attacks.
74,lets-go-pikachu-lets-go-eevee,"Using its pure power, the Pokémon doubles its Attack stat."
74,omega-ruby-alpha-sapphire,Boosts the Pokémon’s Attack stat.
74,platinum,Boosts the power of physical attacks.
74,ruby-sapphire,Raises ATTACK.
74,scarlet-violet,"Using its pure power, the Pokémon doubles its Attack stat."
74,sun-moon,"Using its pure power, the Pokémon doubles its Attack stat."
74,sword-shield,"Using its pure power, the Pokémon doubles its Attack stat."
74,ultra-sun-ultra-moon,"Using its pure power, the Pokémon doubles its Attack stat."
74,x-y,Boosts the Pokémon’s Attack stat.
75,black-2-white-2,The Pokémon is protected against critical hits.
75,black-white,The Pokémon is protected against critical hits.
75,diamond-pearl,The Pokémon is protected against critical hits.
75,emerald,Blocks critical hits.
75,firered-leafgreen,Blocks critical hits.
75,heartgold-soulsilver,The Pokémon is protected against critical hits.
75,lets-go-pikachu-lets-go-eevee,A hard shell protects the Pokémon from critical hits.
75,omega-ruby-alpha-sapphire,Protects the Pokémon from critical hits.
75,platinum,The Pokémon is protected against critical hits.
75,ruby-sapphire,Blocks critical hits.
75,scarlet-violet,A hard shell protects the Pokémon from critical hits.
75,sun-moon,A hard shell protects the Pokémon from critical hits.
75,sword-shield,A hard shell protects the Pokémon from critical hits.
75,ultra-sun-ultra-moon,A hard shell protects the Pokémon from critical hits.
75,x-y,Protects the Pokémon from critical hits.
76,black-2-white-2,Eliminates the effects of weather.
76,black-white,Eliminates the effects of weather.
76,diamond-pearl,Eliminates the effects of weather.
76,emerald,Negates weather effects.
76,firered-leafgreen,Negates weather effects.
76,heartgold-soulsilver,Eliminates the effects of weather.
76,lets-go-pikachu-lets-go-eevee,Eliminates the effects of weather.
76,omega-ruby-alpha-sapphire,Eliminates the effects of weather.
76,platinum,Eliminates the effects of weather.
76,ruby-sapphire,Negates weather effects.
76,sun-moon,Eliminates the effects of weather.
76,sword-shield,Eliminates the effects of weather.
76,the-indigo-disk,Eliminates the effects of weather.
76,ultra-sun-ultra-moon,Eliminates the effects of weather.
76,x-y,Eliminates the effects of weather.
77,black-2-white-2,Raises evasion if the Pokémon is confused.
77,black-white,Raises evasion if the Pokémon is confused.
77,diamond-pearl,Raises evasion if the Pokémon is confused.
77,heartgold-soulsilver,Raises evasion if the Pokémon is confused.
77,lets-go-pikachu-lets-go-eevee,Raises evasion if the Pokémon is confused.
77,omega-ruby-alpha-sapphire,Raises evasion if the Pokémon is confused.
77,platinum,Raises evasion if the Pokémon is confused.
77,scarlet-violet,Boosts the Pokémon's evasiveness if it is confused.
77,sun-moon,Raises evasion if the Pokémon is confused.
77,sword-shield,Raises evasiveness if the Pokémon is confused.
77,ultra-sun-ultra-moon,Raises evasion if the Pokémon is confused.
77,x-y,Raises evasion if the Pokémon is confused.
78,black-2-white-2,Raises Speed if hit by an Electric-type move.
78,black-white,Raises Speed if hit by an Electric-type move.
78,diamond-pearl,Raises Speed if hit by an Electric-type move.
78,heartgold-soulsilver,Raises Speed if hit by an Electric-type move.
78,lets-go-pikachu-lets-go-eevee,Boosts its Speed stat if hit by an Electric-type move instead of taking damage.
78,omega-ruby-alpha-sapphire,Boosts the Speed stat when it’s hit by an Electric-type move.
78,platinum,Raises Speed if hit by an Electric-type move.
78,sun-moon,"Boosts its Speed stat if hit by an Electric-type move, instead of taking damage."
78,sword-shield,Boosts its Speed stat if hit by an Electric-type move instead of taking damage.
78,the-indigo-disk,"The Pokémon takes no damage when hit by Electric-type moves. Instead, its Speed stat is boosted."
78,ultra-sun-ultra-moon,"Boosts its Speed stat if hit by an Electric-type move, instead of taking damage."
78,x-y,Boosts the Speed stat when it’s hit by an Electric-type move.
79,black-2-white-2,Deals more damage to a Pokémon of same gender.
79,black-white,Deals more damage to a Pokémon of same gender.
